epoch,train_loss,train_accuracy,train_macro_f1,validation_loss,validation_accuracy,validation_macro_f1,epoch_seconds
1,1.0814247096501464,0.3961251790526597,0.3898987855527772,1.0376544279115367,0.4686154543394516,0.463696090697359,3.85
2,0.9926094918333928,0.5123455291461313,0.5082124952630213,0.9248800918193136,0.5757987763426241,0.5700948881498563,3.77
3,0.8925593446934486,0.5958386947971546,0.5923133028902713,0.8734634896132942,0.6313165646952187,0.6185433849607042,3.63
